,publish_date,headline_text,GPT_category,GPT_confidence_score
30805,20030717,call for timber town business support,Business,0.9
62282,20031220,cyclone debbie nears nt coast,World,0.9
27349,20030630,opposition claims govt to blame for obstetric,World,0.7
36365,20030812,young australians reveal depression suicide,World,0.9
44476,20030923,principals protest against axing of behind the news,Other,0.9
82836,20040404,vic govt defends handling of underworld war,World,0.9
99753,20040629,boost for winery capacity,Business,0.9
72592,20040215,greenpeace activists arrested over woodchip protest,World,0.9
86191,20040422,australian arrested in nepal pro democracy protest,World,0.9
25617,20030622,deportivos makaay gets spanish century,Sports,0.9
6424,20030322,burning wells may not push oil price up,Business,0.9
82086,20040331,wa to terminate uranium project,World,0.7
34353,20030803,great belgian rivals to clash in san diego final,Sports,0.9
65754,20040110,sydney blaze well contained,World,0.9
12009,20030417,rann continues to fight mcg afl finals agreement,Sports,0.9
61513,20031216,lrmi,You have not provided a news headline for me to classify. Could you provide a news headline?,You have not provided a news headline for me to classify. Could you provide a news headline?
27114,20030629,choi slips from lead as koreans lead seoul charge,Sports,0.9
38072,20030821,couple defend aboriginal trespass charges,World,0.9
89068,20040506,csu professor awarded for human movement work,Sci/Tech,0.9
91574,20040519,aust us formalise free trade plan,Business,0.95
26204,20030624,us firefighters continue to battle arizona blazes,World,0.9
60207,20031210,blackout hits sas south east,World,0.9
63190,20031226,queenslands payne takes out latrobe wheel,Sports,0.9
73677,20040220,ferry crashes in sydney again,World,0.9
81401,20040329,aussie kennedy blows it as hanell wins in madeira,Sports,0.9
1907,20030227,union opposes prisons closure plan,World,0.8
440,20030220,wa wine destined for us,Business,0.9
71455,20040209,strong entries for ballarat gift,Sports,0.9
49421,20031017,mayor welcomes funds distribution inquiry,World,0.85
65461,20040109,cooler weather helps firefighters control forest,World,0.9
41733,20030909,grain merger to cost jobs,Business,0.9
47821,20031009,workers seek pay lift as dispute escalates,Business,0.9
8020,20030329,iraq sars put heat on tourism industry,Business,0.9
7223,20030325,strike may affect beer supplies,Business,0.9
24884,20030618,second suspect arrested over missionarys murder,World,0.9
13722,20030425,us military confirms tareq aziz in custody,World,0.9
30906,20030717,mining disaster plan in the spotlight,World,0.9
95174,20040607,docs not acting child abuse reports survey,World,0.9
38451,20030822,wales wary of england,Sports,0.9
20156,20030527,sa farmers to get cheaper electricity,Business,0.9
37682,20030819,kit to reinforce drink spiking warning,Other,0.7
66242,20040113,new bahrain circuit almost complete,Sports,0.9
81254,20040328,call to change laws after granny surrogate approval,World,0.8
13178,20030423,libs highlight rise in public housing transfer,Other,0.7
78227,20040313,mice show sars immunity possible,Sci/Tech,0.9
73281,20040218,pakistan india agree to kashmir talks,World,1
33217,20030728,virenque seeing spots with record equalling win,Sports,0.9
69437,20040130,era defends profit slide,Business,0.9
22396,20030606,sea scallop ranch plan under fire,Sci/Tech,0.75
40187,20030901,knights may rest players after win,Sports,0.95
71993,20040212,costs force salvation army to sell nursing homes,Business,0.9
63304,20031227,nsw gun crime operation extended,World,0.9
92961,20040526,wagerup residents voice concerns over refinery,World,0.8
26392,20030625,nz decriminalises prostitution,World,0.9
27636,20030701,tablelands farmers get more drought relief,World,0.8
93877,20040531,sorenstam wins corning classic,Sports,0.9
25865,20030623,mixed response to alcohol plans,World,0.7
89369,20040507,love changes everything even testosterone,Sci/Tech,0.9
87679,20040429,greens claim win as cba discharges gunns shares,Business,0.9
37371,20030818,council urged to investigate dog attack,Other,0.9
44570,20030924,aust and indonesia working to make bali service,World,0.85
13545,20030425,blokey police culture stymies whistleblowers report,World,0.7
89828,20040510,ministers agree to national terror threat approach,World,0.9
21449,20030602,strike could cripple car industry bosch management,Business,0.9
25384,20030620,thoughts sought on boosting advocacy services,Other,0.7
47834,20031010,asthma deaths down but better treatment needed,Sci/Tech,0.95
20355,20030528,mine approval raises forest questions,World,0.7
56662,20031123,aboriginal youth need more space forum,World,0.7
48795,20031014,wild dog control program ends,World,0.6
96417,20040612,quake jolts japan,World,0.9
51049,20031025,henin hardenne looking forward to facing williams,Sports,0.95
68782,20040127,late rate payments affecting shire finances,Business,0.9
54479,20031112,council to discuss ovals cultural significance,Other,0.8
80017,20040322,new tas cabinet to be sworn in,World,0.7
338,20030220,more women unlikely to join mens pga masters,Sports,0.9
56043,20031119,youth body backs early intervention call,Other,0.7
35210,20030807,community warned breeding birds may get aggressive,Other,0.9
27609,20030701,rights group critical of e timors police,World,0.9
33085,20030728,golding bounces back to win british title,Sports,0.9
63792,20031230,townsville crocs snap up win,Sports,0.9
51186,20031026,four killed 25 injured in china earthquakes,World,1
53129,20031104,whatmore names side for one dayers,Sports,0.9
50572,20031023,council has no objection to taking stranded sheep,Other,0.7
31259,20030719,body is that of missing blair adviser police,World,0.9
37184,20030816,traditional owners to name australias biggest,World,0.7
5147,20030315,sydney roosters kick off season with victory,Sports,1
94635,20040604,aboriginal kids to get closure from ceremony,World,0.9
30752,20030716,virgin considers europe to australia route,Business,0.9
70324,20040203,worksafe still baffled by farm tragedy,World,0.65
63962,20031231,shepparton upbeat about financial state,Business,0.9
44966,20030925,scud fires through in china,World,0.7
27716,20030702,dairy farmers face uncertainty after supply changes,Business,0.9
15000,20030502,govt generosity helps out of pocket arafura games,Sports,0.9
3741,20030308,tense un security council debate continues,World,0.9
31333,20030719,russians win synchronised duet world title,Sports,0.9
29209,20030709,public help sought in missing woman case,World,0.9
69913,20040202,aussies gear up for swedish attack,Sports,0.9
60394,20031210,thousands expected to enjoy albury festival,Other,0.9
91968,20040521,saudi security clash claims four lives,World,0.9
21155,20030601,iraq tensions underscore g8 meeting,World,0.9
49682,20031019,bacon brands decision to deport teenager cruel,World,0.9
43905,20030920,forestry tourism agreement just propaganda tas,World,0.7
14055,20030428,air force base row still brewing,World,0.9
76283,20040304,anderson puzzled by states tugun bypass calls,World,0.7
85807,20040420,court told of police link to gangland shooting,World,0.9
4210,20030311,four injured in balcony collapse in wa,World,0.9
43710,20030919,els heads enlarged sun city field without woods,Sports,0.9
19758,20030526,bacon to speak with pm on g g plans,World,0.7
24751,20030618,crash report findings inconclusive rfds chief,Other,0.7
52237,20031030,toowoomba runners battle rain sleet and snow,Sports,0.9
29301,20030710,brisbane firm gets us approval for test kit,Business,0.9
13613,20030425,iraq war boosts ceremony numbers,World,0.9
69791,20040201,china halts poultry exports from bird flu areas,World,0.9
9727,20030406,oppn unsurprised by public war approval,World,0.8
78320,20040314,controversial try sends brumbies down,Sports,0.9
62605,20031222,police probe in flight scuffle,World,0.9
84588,20040413,vanstone yet to hear from clark,World,0.6
90383,20040513,alp reveals vaccine scheme,World,0.7
13021,20030422,robson sets euro target for newcastle,Sports,0.9
11842,20030417,abattoir operator inundated with work offers,Business,0.9
34402,20030803,scott shares lead at scandinavian masters,Sports,0.9
77019,20040308,at least 6 killed in haiti rally shootings,World,1
33232,20030729,aceh rebel negotiators on trial for terrorism,World,0.9
79710,20040320,sudan humanitarian crisis a catastrophe un,World,0.9
37664,20030819,hockeyroos stun argentinians,Sports,1
38207,20030821,sacked doctor speaks out,World,0.6
56908,20031124,landlord required to limit lead exposure,Other,0.8
72118,20040212,poultry safe from bird flu government says,World,0.9
66037,20040112,masuoka ready for final dakar push,Sports,0.9
78585,20040315,report sees no end yet to broome land shortage,World,0.7
93320,20040528,musharraf says military involved in assassination,World,0.9
40562,20030903,commissioner appointed to troubled wiluna council,World,0.7
72734,20040216,fed nuke waste plans too risky nsw committee,Sci/Tech,0.9
93061,20040527,judge under fire for comments in assisted suicide,World,0.9
23235,20030610,voters pushed me to take on crean beazley,World,0.7
78943,20040317,flight firm wins 45m navy training contract,Business,0.9
73033,20040217,national plan sought for wild pig woes,World,0.7
23467,20030611,un announces blixs replacement,World,0.9
98570,20040623,burke set for last hurrah,Sports,0.7
53919,20031109,danish red cross deplores guantanamo detentions,World,0.9
30495,20030715,tourism industry showing signs of recovery,Business,0.9
69751,20040131,train drivers warn employer to meet pay demands,Business,0.9
11102,20030413,portsmouth leicester promotion parties on ice,Sports,0.9
20752,20030530,council wins support for cheaper flights push,Business,0.8
87102,20040426,vic govt guarantees 250 more teaching positions,Other,0.9
64631,20040105,horse lovers jump for joy in bega,Other,0.7
9359,20030404,nats want interstate prosecutor for any new,World,0.6
67578,20040121,better access planned for derwent bridge,Other,0.7
97633,20040618,israeli army unit stood down after killing,World,0.9
69741,20040131,search continues for missing deckhand,World,0.9
61089,20031214,man charged over sydney gun crime,World,0.9
31011,20030718,alcohol woes state wide della bosca,Other,0.7
59409,20031205,twelve palestinians expelled from west bank,World,0.9
12685,20030421,coroner gets interim report after boating death,Other,0.9
57930,20031128,star princess arrives in melbourne,World,0.7
92370,20040524,israeli military partially lifts rafah siege,World,0.9
87083,20040426,terror suspects freed without charge in uk,World,0.9
50411,20031022,nbl upbeat over surge in crowd figures,Sports,0.9
94119,20040601,southcorp stars in quiet day for market,Business,0.85
82557,20040403,body found in gorge in wa national park,World,0.9
79443,20040319,how al qaeda uses the internet,World,0.9
69555,20040130,rangers counting on twin ambition to reignite,Sports,0.9
15733,20030506,japans takagi sets indy practice pace,Sports,0.9
41604,20030908,tearful roddick is us open champ,Sports,1
71413,20040209,plans afoot to boost cultural tourism experience,World,0.7
45278,20030927,local rugby league player fined for stealing,Sports,0.95
4297,20030311,pontings new ball warning,Sports,0.9
69958,20040202,don king peps up venezuelan president for election,World,0.9
84767,20040414,premier appoints examiner editor as chief of staff,World,0.9
70042,20040202,police crack down on school speeding,Other,0.9
16912,20030512,fed govt urged to back up road funds pledge,Business,0.8
51800,20031029,bogong moths suspected in parliament bird deaths,Sci/Tech,0.9
41801,20030909,pm to change fundraising tax deductions,Business,0.85
11191,20030414,blair ahern studying new ira statement,World,0.9
6893,20030324,hong kong pneumonia outbreak claims another life,World,0.9
52252,20031030,vic a g ponders killers bid for release,World,0.7
37238,20030817,headbutt sinks greens world title bid,Sports,0.9
2261,20030301,irelands triple boost for french match,Sports,0.9
81609,20040329,wa govt to unveil hospital system review,World,0.7
38255,20030821,woolies and caltex join forces,Business,0.9
15370,20030504,red cross renews call for access to iraq pows,World,0.9
75097,20040227,brogden to hit griffith streets,Other,0.6
40834,20030904,hollioake set for 2000 mile charity trip,Sports,0.9
92803,20040526,farmers take advantage of rains,World,0.7
41777,20030909,nasa sets date for space shuttle flight,Sci/Tech,1
57137,20031125,mobile phone network outage affects act,Sci/Tech,0.7
47004,20031006,nt farms spiders for pet shops,Sci/Tech,0.9
82054,20040331,support for call to scrap atsic,World,0.7
69255,20040129,labor offers abc independence and funds,World,0.7
64995,20040107,anderson vows live export changes,World,0.7
27767,20030702,joe white maltster plans adelaide move,Business,0.7
57194,20031125,saha double puts fulham in top five,Sports,0.9
12807,20030421,russias dementieva wins first wta career singles,Sports,0.9
22510,20030607,indian heatwave claims more victims,World,0.9
67168,20040118,one year on canberra recalls bushfire losses,World,0.9
2067,20030228,oil price approaches usd 40 mark,Business,0.9
32635,20030725,security high as accused face court on drug charges,World,0.9
34760,20030805,govt trying to hook more carp catchers,Other,0.7
17303,20030514,centaur survivors to attend caloundra ceremony,Other,0.7
68805,20040127,mystery still surrounds fish kill,Sci/Tech,0.7
68101,20040123,leeds say they wont sell smith,Sports,0.9
80386,20040324,bremer moves to allay fears over iraq interim,World,0.9
88983,20040505,survey finds something fishy about seafood,Sci/Tech,0.7
42112,20030911,authorities release toothfish ships scientific,Sci/Tech,0.7
45674,20030929,us tries new media exposure to sell iraq funding,World,0.9
42786,20030915,boosted tv signal meets with mixed reception,Sci/Tech,0.7
62275,20031220,church to ordain first female indigenous priest,World,0.9
1089,20030224,moya downs coria to claim buenos aires open,Sports,0.9
1439,20030225,truck in fatal crash carrying registered post,World,0.9
27948,20030703,french may join solomons force,World,0.9
81814,20040330,stem cells able to deliver cancer killing proteins,Sci/Tech,1
67584,20040121,bush defends iraq invasion,World,0.9
60990,20031213,police hit streets in inner sydney crime blitz,World,0.9
64872,20040106,nasa receives first colour pictures snapped by,Sci/Tech,0.95
62712,20031223,duke on target as leeds draw,Sports,0.9
61921,20031218,gold rings cheaper swans a swimming more expensive,Business,0.95
37793,20030819,wales squad back at full strength for england test,Sports,0.9
38240,20030821,us views iraq troop levels as adequate,World,0.9
84567,20040413,telstra commissions first solar powered tower,Sci/Tech,0.95
67583,20040121,bus drivers stop work over abuse,World,0.9
39124,20030826,spend tax cut money on universities greens say,World,0.7
81420,20040329,building company admits guilt over site death,Business,0.9
58933,20031203,vic govt defends emergency phone overload in wake,World,0.8
12106,20030418,business warns of exodus over planning,Business,0.9
4530,20030312,riverland police not planning baxter reinforcements,World,0.9
14232,20030428,thirteenth iraqi fugitive now in us custody,World,0.9
11229,20030414,farmers surveyed to assess livestock numbers,Business,0.9
16031,20030507,photographer charged after explosion at jordanian,World,0.9
4441,20030312,group offering water plan advice airs concerns,World,0.6
80869,20040326,court accuses police of brutality lying,World,0.9
83475,20040407,police investigate fatal bus accident,World,0.9
89078,20040506,eagle lynch loses licence,Sports,0.9
55142,20031114,water supply okay despite drought,World,0.9
57704,20031127,telstra to close tamworth info centre,Business,0.9
33521,20030730,democrats fear govt will muzzle charities,World,0.9
78090,20040312,rijkaard praises resilient nine man barca,Sports,0.95
47140,20031007,council tires of waiting for coolac bypass,World,0.6
32999,20030727,williamson to stage darwin festival workshop,Other,0.7
6030,20030320,fia head mosley cancels malaysian visit,Sports,0.9
2247,20030301,gonzalez to ride for italian giants,Sports,0.9
26163,20030624,scud leads aussie day two charge,Sports,0.9
46617,20031003,woman faces drugs prison charge,World,0.9
5358,20030317,footballers death referred to coroner,Sports,0.9
17198,20030513,politics in putting up foreshore bill wa opposition,World,0.9
47764,20031009,schoolies noise angers gold coast residents,Other,0.8
38700,20030824,warne flees the country,Sports,0.7
55693,20031118,federal electorate boundaries under review,Other,0.9
83983,20040410,mortar round lands near baghdad hotel,World,0.9
7265,20030325,zabel takes opening stage,Sports,0.9
8165,20030330,bush accuses iraq of atrocities,World,0.9
4644,20030313,dollar slips beneath 60 us cents,Business,0.9
10951,20030412,rann condemns mobil for sa oil refinery closure,Business,0.9
58100,20031130,blatter questions validity of ferdinands united,Sports,0.9
45798,20030930,more world cup tickets released to australian fans,Sports,0.9
48193,20031011,victorian group seeks police access to files,World,0.7
66297,20040113,syria rejects invitation to meet israeli president,World,0.9
34199,20030802,bush upbeat about north korea talks,World,0.9
56210,20031120,pay protest unlikely to affect nursing home,Business,0.85
16759,20030511,melbourne woman cleared of sars,World,0.9
68727,20040127,dominican migrants missing at sea,World,0.9
40954,20030904,uni hopes super cows will create elite dairy herd,Sci/Tech,0.95
23016,20030610,alleged fraud uncovered in qld aboriginal councils,World,0.9
57543,20031127,crean mulls future,Sports,0.6
73905,20040221,hospital begins new anti cancer drug trial,Sci/Tech,0.9
46741,20031004,surfers to mark bali bombing anniversary,World,0.9
1217,20030225,atsic leader faces court over pub brawl,World,0.7
52820,20031103,helicopter shot down in tragic day for us,World,0.9
70772,20040206,beattie hopes to lure film forum to qld,Other,0.7
57557,20031127,failure to secure sports complex site frustrating,Sports,0.9
62372,20031220,zimbabwe court rules in favour of newspaper,World,0.9
53887,20031108,victorias road strategy working minister says,World,0.7
67122,20040118,berlusconis doctor confirms facelift,World,0.9
75073,20040226,wine investment fund satisfied with half yearly,Business,0.95
40447,20030902,players threaten dally m boycott,Sports,0.9
33317,20030729,first gay school to open in nyc,World,0.9
48664,20031014,industrial action brings greece to a standstill,World,0.9
25974,20030623,witness tells of bali victims agony,World,0.9
9780,20030406,war to get budget dollars over work family reforms,World,0.8
14899,20030501,us company tests anthrax antidote,Sci/Tech,0.9
68932,20040128,british soldier killed in kabul explosion,World,1
77067,20040308,driver interviewed over ambulance accident,World,0.9
69000,20040128,iron ore makes way to geraldton port,Business,0.9
65377,20040108,shire seeks airstrip for firefighting planes,World,0.9
53141,20031105,army to probe e timor torture allegations,World,0.9
68128,20040123,no aust day sports nominations upset mayor,Sports,0.9
6733,20030323,power begins finals campaign in style,Sports,0.9
30478,20030715,scientists working toward tick resistance in cattle,Sci/Tech,0.9
37127,20030816,jones stresses bledisloe cup importance,Sports,0.9
57510,20031127,aristocrat names new ceo,Business,0.9
84865,20040415,call for vic govt to offer regional tax cut relief,Business,0.9
1294,20030225,greece denies games preparations behind schedule,Sports,0.9
49846,20031020,funds review to focus on training needs,Business,0.9
86958,20040426,firefighters control petrol station blaze,World,0.9
49803,20031020,call to beef up fight against stock theft,Business,0.9
34262,20030802,retailers agree to phase out plastic bags,Business,0.9
87540,20040428,soldiers face army discharge for drug use,World,0.9
60096,20031209,palestinians vow to push on with truce efforts,World,0.9
52464,20031031,survey highlights small rise in business confidence,Business,0.9
54481,20031112,court rejects wombarra aged housing plan,World,0.8
79553,20040319,sth africa beefs up for socceroos friendly,Sports,0.9
80465,20040324,kings favourites as nbl decider looms,Sports,0.9
79062,20040317,sex probe hangs over saints,Sports,0.9
57990,20031129,cannon claims excellence award,Other,0.7
16336,20030509,attorney general considers rape sentence appeal,World,0.9
82227,20040401,montgomery says sorry for cancer sledge,Sports,0.9
48186,20031011,two killed in roadside bombing in northern iraq,World,0.9
88670,20040504,lunar eclipse on show,Sci/Tech,0.9
66214,20040113,labor pledges more child care places,World,0.7
70059,20040202,refugee jailed over flatmate stabbing,World,0.95
36768,20030814,qld teachers dispute over,Other,0.75
43554,20030918,nsw govt urged to offer rail service pledge,Other,0.8
5494,20030317,us to order diplomats out of middle east,World,0.9
17720,20030516,acid spill contained near geelong,World,0.7
43802,20030919,primus declared fit for pies clash,Sports,0.9
12862,20030421,yao ming to play asian championships for china,Sports,0.9
58074,20031129,two charged over christmas card drug smuggling,World,0.9
99954,20040629,yudhoyono takes lead in indonesia polls,World,0.9
21445,20030602,spin doctors rush in to cure indian cricket,Sports,0.9
221,20030220,bush thanks nato for support on turkey,World,0.9
9149,20030403,meeting to review parks management after fires,World,0.9
66332,20040114,al arabiya to resume iraq coverage soon governing,World,0.9
69305,20040129,polish federation suspend cyclist over cofidis,Sports,0.9
22418,20030606,thai student kills friend wounds five,World,0.9
75520,20040229,mental health patients housing to expand,World,0.7
21406,20030602,police defend hunter siege handling,World,0.9
47879,20031010,family court chief criticises shared custody,Other,0.9
46811,20031005,israel attacks palestinian target in syria,World,0.9
90279,20040512,man united unveil new preseason event,Sports,0.9
91025,20040516,mitsubishi meeting not about demands treasurer,Business,0.9
33480,20030730,armstrong and ullrich set for world cup rematch,Sports,0.9
19146,20030522,sorenstam likely to cash in after colonial,Sports,0.9
25804,20030623,five crows expected back for carlton clash,Sports,0.9
43126,20030916,qld govt to consult community about seniors needs,World,0.7
80013,20040322,mystery death prompts call for public help,World,0.9
68338,20040124,tarkine protection group to meet this weekend,World,0.7
12493,20030420,canadas sars toll rises to 14,World,0.9
47393,20031008,councils to lobby tas government for clean,World,0.65
38337,20030822,hospital orthopaedic crisis continues,World,0.9
66036,20040112,man arrested over mildura womans death,World,0.9
32667,20030725,un meeting makes little progress on liberia,World,0.9
44193,20030922,hope for national park management uniformity,World,0.7
2570,20030303,council concerned soil will pollute waterways,World,0.9
24875,20030618,ricegrowers unhappy with delayed water sharing,World,0.7
75692,20040301,irish backpackers bailed on rape charges,World,0.9
21402,20030602,perec training but still hampered by sciatica,Sports,0.9
77042,20040308,carr accused of diversion tactics,World,0.6
64615,20040105,firefighters thank campers for fire response,World,0.7
60364,20031210,rain helps stave off wilcannia restrictions,World,0.9
95971,20040610,olympics coverage to break nbc record,Sports,0.95
76396,20040304,man fails in bid to have kidnapping and murder,World,0.9
82749,20040404,injured moin to miss second test,Sports,0.9
17679,20030515,south america confirms world cup qualifying format,Sports,1
6585,20030322,us marines secure western iraqi flank,World,0.9
54916,20031114,a g disappointed at money laundering outcome,Business,0.9
58187,20031130,sa alp conference rejects citizens initiated,World,0.6
56571,20031122,england ahead at half time,Sports,0.9
14655,20030430,tel aviv suicide bombing joint effort,World,0.9
27958,20030703,head of ivory coast television suspended,World,0.9
54741,20031113,fijians apologise to missionarys descendants,World,0.9
98294,20040621,wallaby backs on england collision course,Sports,0.9
28322,20030705,australian to be named solomon is deputy police,World,0.95
79910,20040322,campbell reels in appleby to win bay hill,Sports,0.9
17450,20030514,singh backs away from sorenstam comments,Sports,0.9
67490,20040120,pilot rejects mid air incident danger,World,0.9
88213,20040502,cabrera sets the pace at rain delayed italian open,Sports,0.95
81559,20040329,rundle keeping options open after loosing mayoral,World,0.7
56820,20031124,brits need to adopt winning attitude morley,Sports,0.7
28557,20030706,us releases some seized turkish troops,World,0.9
84364,20040413,absurd i was unfaithful to posh says beckham,Sports,0.9
19256,20030523,england in control at lords,Sports,0.9
43350,20030917,resort ponders longer ski season,Business,0.7
408,20030220,stone to stay on as federal liberal president,World,0.9
49621,20031018,rann vows to crack down on bikie gangs,World,0.9
19901,20030526,port hedland residents back in the swim,Other,0.7
82518,20040402,stern shocks listeners with april fools hoax,Other,0.8
29398,20030710,marsh hits out at english pitches,Sports,0.9
14782,20030501,hollingworth answers church report,World,0.7
51141,20031025,wa teachers criticise state pay tactic,Other,0.9
97538,20040618,backing for user pays water,Business,0.9
47673,20031009,hurst a chance to make swim team cotterell,Sports,0.9
73166,20040218,conservative parties clash in qld,World,0.9
61569,20031216,probe continues into bush body find,World,0.8
58559,20031202,inquest hears of jaidyn leskies bruises,World,0.85
22480,20030607,crean makes light of leadership woes,World,0.6
12471,20030420,30 dead in week of unseasonal rains in oman,World,0.9
4941,20030314,more shoppers rejecting plastic survey,Business,0.85
18496,20030520,celtic out to honour lisbon lions,Sports,0.9
41983,20030910,late dunne strike gives ireland draw with turks,Sports,0.9
99251,20040625,woman unsure how husband stabbed to death,World,0.7
73443,20040219,fairfax amcor lend lease announce profits,Business,0.9
6035,20030320,funds help fast track bypass,Business,0.9
66667,20040115,libya ratifies nuclear chemical treaties,World,0.9
97453,20040617,police commended for preventing suicide,World,0.9
22570,20030607,search for man and son to resume at dawn,World,0.8
22094,20030605,martha stewart quits as chairman and ceo,Business,0.95
30791,20030717,bank employee pleads guilty to own branch heist,World,0.9
77650,20040310,razorbacks re sign skipper,Sports,0.95
26814,20030627,hall faces demolition,Other,0.7
27722,20030702,dollar rises on interest rate decision,Business,0.95
65755,20040110,sydney bushfires mostly under control,World,0.9
92787,20040526,documentary to demystify al jazeera for us public,World,0.9
1671,20030226,submissions flow in on chicken farm plan,Business,0.7
92630,20040525,minister warns striking will not help teachers,World,0.9
59124,20031204,port hedland detainees stage protest,World,0.9
19848,20030526,labor suggests advertising for next g g,Business,0.7
37259,20030817,mediators threaten to suspend liberian peace talks,World,0.9
78059,20040312,outsider ruddock is new wales coach,Sports,0.9
58183,20031130,ruddock to examine periodic detention lapses,World,0.7
94411,20040603,australia not responsible for iraq prisoners downer,World,0.9
97309,20040617,blair blasts shameful hooligans,World,0.7
44882,20030925,latif quits pakistan cricket captaincy,Sports,1
11840,20030416,workshop focuses on night community patrols,Other,0.9
99630,20040628,minister to highlight school disabled access,World,0.7
91764,20040519,uk parliament suspended after object hits blair,World,0.9
13645,20030425,peace message flows from anzac day dawn service,World,0.9
5477,20030317,struggling restaurateur turned to abalone crime,World,0.7
68929,20040128,bolton into final despite villa scare,Sports,0.9
98338,20040622,chief minister to be quizzed over pool fencing law,World,0.7
31229,20030718,wall street accentuates the negatives,Business,0.9
41117,20030905,nt airline takes control of airlines of sa,Business,0.9
97514,20040617,whale swimming freely in harbour,World,0.9
9868,20030407,horse trials plea for govt funding,Sports,0.9
83430,20040407,mans death renews calls for permanent doctor,World,0.9
10836,20030411,union airs concerns over indigenous affairs dept,World,0.9
51183,20031026,european north african police chiefs to discuss,World,0.9
197,20030219,worksafe probes potato harvester injuries,Other,0.9
92765,20040526,charles darwin uni plans fee increases,World,0.7
7336,20030326,elura miners go on strike,Business,0.9
39826,20030830,gardiner in doubt for western derby,Sports,0.9
80178,20040323,doyle talks bendigo issues,Other,0.7
64188,20040102,far north wa on cyclone watch,World,0.9
22486,20030607,ferrero to face verkerk in french final,Sports,0.9
6245,20030321,english premier league previews,Sports,0.9
12399,20030419,nt a g welcomes summit on aboriginal deaths in,World,0.9
33723,20030731,bush rejects calls for same sex marriage,World,0.9
70030,20040202,nuclear scientist admitted leaking secrets official,World,0.9
25452,20030621,celtic set for champions league qualifying trek,Sports,0.95
35397,20030807,wa govt talks up emergency services levy,World,0.7
85039,20040415,un cautious over returning to iraq,World,0.9
48567,20031014,act bushfire inquiry to cost 7m,World,0.9
24500,20030617,cancellara pips mcgee in tour of switzerland opener,Sports,0.9
37328,20030818,aussie fraser wins russian open,Sports,0.9
53754,20031108,abetzs ticket spot uncertain despite cabinet post,World,0.8
91596,20040519,chucking comments put nt in a spin,Sports,0.85
55190,20031115,gay activists stage public kiss protest in,World,0.9
39468,20030828,more funds sought for doctors rooms,Business,0.8
49098,20031016,csu staff join nationwide strike,World,0.7
41963,20030910,harvey surprised by selection,Sports,0.7
49563,20031018,downer warns terror a threat to economic,World,0.9
69382,20040130,46m aged care boost for batemans bay,World,0.6
80014,20040322,nbl nets sponsor for final series,Sports,0.9
63851,20031231,england rugby coach knighted,Sports,1
99518,20040628,2ue escapes cash for comment charges,Business,0.9
92645,20040525,national trust lease of historic property to end,Other,0.9
39004,20030826,firman back in action tallis returns,Sports,0.9
49582,20031018,iraqi family continues detention centre protest,World,0.9
53000,20031104,champagne flows at flemington,Sports,0.85
18,20030219,bryant leads lakers to double overtime win,Sports,0.95
70253,20040203,pm admits wmd doubts growing,World,0.9
24952,20030619,australians care more about environment than,World,0.8
46304,20031002,phone services restored after major outage,Sci/Tech,0.9
64554,20040105,anglers plucked to safety after boat mishap,World,0.7
27127,20030629,farina blasts fifa world cup backflip,Sports,0.9
98052,20040620,two australians among five feared dead in,World,0.9
64513,20040104,samoa under threat as powerful cyclone nears,World,0.9
87743,20040429,pm unaware of fighter jets cost blowout,World,0.9
41263,20030906,police seize thousands of pirated dvds,World,0.9
31477,20030720,us troops detain iranian tv crew in iraq report,World,0.9
37619,20030819,council offers ses assurances,Other,0.7
77032,20040308,bee swarm rescue earns bravery award,Other,0.9
77025,20040308,authorities contain gas leak,World,0.9
20733,20030530,champions league final deserved better than this,Sports,0.9
91399,20040518,grain group predicts fewer farmers in future,Business,0.9
11507,20030415,iraqi western commander surrenders,World,0.9
24034,20030614,more mps join beazley camp,World,0.7
85709,20040419,revenge fantasies fuel us box office,Other,0.85
87361,20040428,arms cache and explosives found in syrian raid,World,0.9
63285,20031227,key rebel leader handed to indian police,World,0.9
32149,20030723,romans legion get ready to march on manchester,Sports,0.9
52539,20031101,freeman to run with olympic torch again,Sports,0.9
84120,20040411,light aircraft makes emergency landing near albury,World,0.9
81264,20040328,deportivo snatch last gasp win against sociedad,Sports,0.95
30663,20030716,missing teenagers found in fremantle,World,0.9
61671,20031217,cba warns of email fraud,Business,0.9
53357,20031106,esperance to revive ranger patrols,World,0.6
87167,20040427,democrats upbeat about sugar demands,World,0.7
11635,20030416,aussies bullish on spending,Business,0.9
93747,20040531,founding pms son to be singapores next leader,World,0.9
65263,20040108,education continues in bid to protect fish stocks,Sci/Tech,0.9
2910,20030304,rios and gambill advance in florida,Sports,0.9
89143,20040506,mundine loses world title,Sports,0.95
195,20030219,williams says tight bowling key to warriors win,Sports,1
68126,20040123,new category for tunarama festival tuna toss,Other,0.9
66973,20040116,us objects to wto trade sanctions,Business,0.9
22240,20030606,bribie is to get fire management plan,World,0.7
7172,20030325,no deal yet on turkish troop deployment,World,0.9
96751,20040614,powell praises saudi anti terrorism efforts,World,0.9
31057,20030718,court asked to ban ruddock home protest,World,0.9
63589,20031229,police probe house blaze,World,0.9
90384,20040513,anti freeze flounder reveals its secret,Sci/Tech,0.9
75626,20040301,canberra road works to claim 8000 trees,World,0.7
